row,cid,primera,segunda ,tercera,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
4212,90330765,-6.9,-6.7,-6.6,N-[2-[[5-chloro-2-(4-fluoro-2-methoxyanilino)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15937918|BDBM351115|US9796700, Compound I-210",413.8,C20H17ClFN5O2,88.2,557,4.4,29,3,7,7,"InChI=1S/C20H17ClFN5O2/c1-3-18(28)24-14-6-4-5-7-15(14)25-19-13(21)11-23-20(27-19)26-16-9-8-12(22)10-17(16)29-2/h3-11H,1H2,2H3,(H,24,28)(H2,23,25,26,27)",COC1=C(C=CC(=C1)F)NC2=NC=C(C(=N2)NC3=CC=CC=C3NC(=O)C=C)Cl,LBTMKNLRFPYVHH-UHFFFAOYSA-N,N-[2-[[5-chloro-2-(4-fluoro-2-methoxyanilino)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,BindingDB|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4213,90330770,-7.2,-7.2,-6.9,N-[2-[[2-[[1-(2-fluoroacetyl)piperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,SCHEMBL15937929,480.5,C22H24F4N6O2,99.2,724,3.8,34,3,10,7,"InChI=1S/C22H24F4N6O2/c1-3-18(33)29-17-9-13(2)6-7-16(17)30-20-15(22(24,25)26)11-27-21(31-20)28-14-5-4-8-32(12-14)19(34)10-23/h3,6-7,9,11,14H,1,4-5,8,10,12H2,2H3,(H,29,33)(H2,27,28,30,31)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3CCCN(C3)C(=O)CF)NC(=O)C=C,TXSBDVCQPMRDMQ-UHFFFAOYSA-N,N-[2-[[2-[[1-(2-fluoroacetyl)piperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4214,90330771,-7.3,-7.1,-6.8,N-[2-[[2-(5-acetyl-2-methylanilino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,"SCHEMBL15937930|BDBM350994|US9796700, Compound I-84|N-[2-[[2-(5-acetyl-2-methylanilino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide",469.5,C24H22F3N5O2,96,734,5,34,3,9,7,"InChI=1S/C24H22F3N5O2/c1-5-21(34)29-20-10-13(2)6-9-18(20)30-22-17(24(25,26)27)12-28-23(32-22)31-19-11-16(15(4)33)8-7-14(19)3/h5-12H,1H2,2-4H3,(H,29,34)(H2,28,30,31,32)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3=C(C=CC(=C3)C(=O)C)C)NC(=O)C=C,WVICXPDIPDZCLT-UHFFFAOYSA-N,N-[2-[[2-(5-acetyl-2-methylanilino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
4215,90330778,-7.4,-7.2,-7.1,N-[2-[[5-chloro-2-[[(3S)-1-(cyclopropanecarbonyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15937940|BDBM351047|US9796700, Compound I-136",440.9,C22H25ClN6O2,99.2,660,3.3,31,3,6,7,"InChI=1S/C22H25ClN6O2/c1-2-19(30)26-17-7-3-4-8-18(17)27-20-16(23)12-24-22(28-20)25-15-6-5-11-29(13-15)21(31)14-9-10-14/h2-4,7-8,12,14-15H,1,5-6,9-11,13H2,(H,26,30)(H2,24,25,27,28)/t15-/m0/s1",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)N[C@H]3CCCN(C3)C(=O)C4CC4,JCSJQEVEWOXAHM-HNNXBMFYSA-N,N-[2-[[5-chloro-2-[[(3S)-1-(cyclopropanecarbonyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4216,90330779,-7.3,-6.9,-6.8,N-[2-[[5-chloro-2-[[1-(cyclopropanecarbonyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,SCHEMBL15937941,440.9,C22H25ClN6O2,99.2,660,3.3,31,3,6,7,"InChI=1S/C22H25ClN6O2/c1-2-19(30)26-17-7-3-4-8-18(17)27-20-16(23)12-24-22(28-20)25-15-6-5-11-29(13-15)21(31)14-9-10-14/h2-4,7-8,12,14-15H,1,5-6,9-11,13H2,(H,26,30)(H2,24,25,27,28)",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3CCCN(C3)C(=O)C4CC4,JCSJQEVEWOXAHM-UHFFFAOYSA-N,N-[2-[[5-chloro-2-[[1-(cyclopropanecarbonyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4217,90330800,-6.9,-6.8,-6.8,"5-[[5-chloro-4-[4-methyl-2-(prop-2-enoylamino)anilino]pyrimidin-2-yl]amino]-2-fluoro-N,4-dimethylbenzamide","SCHEMBL15937974|BDBM351138|US9796700, Compound I-233",468.9,C23H22ClFN6O2,108,700,4.5,33,4,7,7,"InChI=1S/C23H22ClFN6O2/c1-5-20(32)28-19-8-12(2)6-7-17(19)29-21-15(24)11-27-23(31-21)30-18-10-14(22(33)26-4)16(25)9-13(18)3/h5-11H,1H2,2-4H3,(H,26,33)(H,28,32)(H2,27,29,30,31)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CC(=C(C=C3C)F)C(=O)NC)NC(=O)C=C,KFNDSMDBEIJLSK-UHFFFAOYSA-N,"5-[[5-chloro-4-[4-methyl-2-(prop-2-enoylamino)anilino]pyrimidin-2-yl]amino]-2-fluoro-N,4-dimethylbenzamide",NULL,Classification|Patents,2,NULL,20150213,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4218,90330801,-7.6,-6.8,-6.8,3-[[4-[4-Methyl-2-(prop-2-enoylamino)anilino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]piperidine-1-carboxylic acid,SCHEMBL15937975,464.4,C21H23F3N6O3,120,709,3.5,33,4,10,6,"InChI=1S/C21H23F3N6O3/c1-3-17(31)27-16-9-12(2)6-7-15(16)28-18-14(21(22,23)24)10-25-19(29-18)26-13-5-4-8-30(11-13)20(32)33/h3,6-7,9-10,13H,1,4-5,8,11H2,2H3,(H,27,31)(H,32,33)(H2,25,26,28,29)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3CCCN(C3)C(=O)O)NC(=O)C=C,HKROVLAUICKMNF-UHFFFAOYSA-N,3-[[4-[4-methyl-2-(prop-2-enoylamino)anilino]-5-(trifluoromethyl)pyrimidin-2-yl]amino]piperidine-1-carboxylic acid,NULL,Classification|Patents,2,NULL,20150213,SureChEMBL,Curation Efforts|Research and Development,NULL
4219,90330810,-6.4,-6.4,-6.3,N-[5-chloro-2-[[5-chloro-2-[(2-methoxy-5-methylpyridin-4-yl)amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15937988|BDBM351153|US9796700, Compound I-248",445.3,C20H18Cl2N6O2,101,586,4.6,30,3,7,7,"InChI=1S/C20H18Cl2N6O2/c1-4-17(29)25-16-7-12(21)5-6-14(16)26-19-13(22)10-24-20(28-19)27-15-8-18(30-3)23-9-11(15)2/h4-10H,1H2,2-3H3,(H,25,29)(H2,23,24,26,27,28)",CC1=CN=C(C=C1NC2=NC=C(C(=N2)NC3=C(C=C(C=C3)Cl)NC(=O)C=C)Cl)OC,INWGOXUVIACLFQ-UHFFFAOYSA-N,N-[5-chloro-2-[[5-chloro-2-[(2-methoxy-5-methylpyridin-4-yl)amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4220,90330814,-7,-6.6,-6.5,N-[2-[[2-(piperidin-3-ylamino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,SCHEMBL15937998,406.4,C19H21F3N6O,91,561,3.2,29,4,9,6,"InChI=1S/C19H21F3N6O/c1-2-16(29)26-14-7-3-4-8-15(14)27-17-13(19(20,21)22)11-24-18(28-17)25-12-6-5-9-23-10-12/h2-4,7-8,11-12,23H,1,5-6,9-10H2,(H,26,29)(H2,24,25,27,28)",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2C(F)(F)F)NC3CCCNC3,OITUKIBRKXNXEC-UHFFFAOYSA-N,N-[2-[[2-(piperidin-3-ylamino)-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4221,90330832,-6.6,-6.4,-6.3,N-[2-[[5-chloro-2-(2-cyano-4-fluoroanilino)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938035|BDBM351116|US9796700, Compound I-211",408.8,C20H14ClFN6O,103,627,4.7,29,3,7,6,"InChI=1S/C20H14ClFN6O/c1-2-18(29)25-16-5-3-4-6-17(16)26-19-14(21)11-24-20(28-19)27-15-8-7-13(22)9-12(15)10-23/h2-9,11H,1H2,(H,25,29)(H2,24,26,27,28)",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)F)C#N,OEDOZRVOXOQCSJ-UHFFFAOYSA-N,N-[2-[[5-chloro-2-(2-cyano-4-fluoroanilino)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,BindingDB|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4222,90330838,-6.6,-6.5,-6.3,N-[2-[[5-chloro-2-[(2-methoxy-5-methylpyridin-4-yl)amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,"SCHEMBL15938044|BDBM351146|US9796700, Compound I-241",424.9,C21H21ClN6O2,101,582,4.3,30,3,7,7,"InChI=1S/C21H21ClN6O2/c1-5-18(29)25-17-8-12(2)6-7-15(17)26-20-14(22)11-24-21(28-20)27-16-9-19(30-4)23-10-13(16)3/h5-11H,1H2,2-4H3,(H,25,29)(H2,23,24,26,27,28)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2Cl)NC3=CC(=NC=C3C)OC)NC(=O)C=C,LPVWYCHDWQDBCU-UHFFFAOYSA-N,N-[2-[[5-chloro-2-[(2-methoxy-5-methylpyridin-4-yl)amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4223,90330852,-7,-7,-6.7,3-[[5-Chloro-4-[2-(2-methylprop-2-enoylamino)anilino]pyrimidin-2-yl]amino]-4-methylbenzamide,"SCHEMBL15938064|BDBM351122|US9796700, Compound I-217",436.9,C22H21ClN6O2,122,662,4,31,4,6,7,"InChI=1S/C22H21ClN6O2/c1-12(2)21(31)27-17-7-5-4-6-16(17)26-20-15(23)11-25-22(29-20)28-18-10-14(19(24)30)9-8-13(18)3/h4-11H,1H2,2-3H3,(H2,24,30)(H,27,31)(H2,25,26,28,29)",CC1=C(C=C(C=C1)C(=O)N)NC2=NC=C(C(=N2)NC3=CC=CC=C3NC(=O)C(=C)C)Cl,MXDVNTDWXVVSOX-UHFFFAOYSA-N,3-[[5-chloro-4-[2-(2-methylprop-2-enoylamino)anilino]pyrimidin-2-yl]amino]-4-methylbenzamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4224,90330864,-7.4,-7,-6.8,N-[2-[[2-[4-acetamido-2-(trifluoromethyl)anilino]-5-chloropyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938084|BDBM351055|US9796700, Compound I-150|N-[2-[[2-[4-acetamido-2-(trifluoromethyl)anilino]-5-chloropyrimidin-4-yl]amino]phenyl]prop-2-enamide",490.9,C22H18ClF3N6O2,108,727,4.4,34,4,9,7,"InChI=1S/C22H18ClF3N6O2/c1-3-19(34)29-17-6-4-5-7-18(17)30-20-15(23)11-27-21(32-20)31-16-9-8-13(28-12(2)33)10-14(16)22(24,25)26/h3-11H,1H2,2H3,(H,28,33)(H,29,34)(H2,27,30,31,32)",CC(=O)NC1=CC(=C(C=C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3NC(=O)C=C)Cl)C(F)(F)F,UIAVBFAMRNKAPP-UHFFFAOYSA-N,N-[2-[[2-[4-acetamido-2-(trifluoromethyl)anilino]-5-chloropyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
4225,90330873,-6.7,-6.3,-6.3,N-[2-[[5-chloro-2-[[(3S)-1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938098|BDBM351033|US9796700, Compound I-123",430.9,C20H23ClN6O3,120,609,2.2,30,4,7,7,"InChI=1S/C20H23ClN6O3/c1-2-17(29)24-15-7-3-4-8-16(15)25-19-14(21)10-22-20(26-19)23-13-6-5-9-27(11-13)18(30)12-28/h2-4,7-8,10,13,28H,1,5-6,9,11-12H2,(H,24,29)(H2,22,23,25,26)/t13-/m0/s1",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)N[C@H]3CCCN(C3)C(=O)CO,WWORNJCLSKHCOT-ZDUSSCGKSA-N,N-[2-[[5-chloro-2-[[(3S)-1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4226,90330874,-6.7,-6.4,-6.1,N-[2-[[5-chloro-2-[[1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,SCHEMBL15938099,430.9,C20H23ClN6O3,120,609,2.2,30,4,7,7,"InChI=1S/C20H23ClN6O3/c1-2-17(29)24-15-7-3-4-8-16(15)25-19-14(21)10-22-20(26-19)23-13-6-5-9-27(11-13)18(30)12-28/h2-4,7-8,10,13,28H,1,5-6,9,11-12H2,(H,24,29)(H2,22,23,25,26)",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3CCCN(C3)C(=O)CO,WWORNJCLSKHCOT-UHFFFAOYSA-N,N-[2-[[5-chloro-2-[[1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4227,90330876,-7.6,-7.4,-7,N-[5-methyl-2-[[2-[(5-methyl-2-oxo-1H-pyridin-4-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938101|SCHEMBL17534846|BDBM351254|US9796700, Compound I-365|N-[5-methyl-2-[[2-[(5-methyl-2-oxo-1H-pyridin-4-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide",444.4,C21H19F3N6O2,108,797,2.9,32,4,9,6,"InChI=1S/C21H19F3N6O2/c1-4-17(31)27-16-7-11(2)5-6-14(16)28-19-13(21(22,23)24)10-26-20(30-19)29-15-8-18(32)25-9-12(15)3/h4-10H,1H2,2-3H3,(H,27,31)(H3,25,26,28,29,30,32)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3=CC(=O)NC=C3C)NC(=O)C=C,TUXCLSWBADMGNH-UHFFFAOYSA-N,N-[5-methyl-2-[[2-[(5-methyl-2-oxo-1H-pyridin-4-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
4228,90330882,-7.1,-6.5,-6.4,N-[2-[[5-chloro-2-[[(3S)-1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,"SCHEMBL15938109|BDBM351051|US9796700, Compound I-140",444.9,C21H25ClN6O3,120,638,2.6,31,4,7,7,"InChI=1S/C21H25ClN6O3/c1-3-18(30)25-17-9-13(2)6-7-16(17)26-20-15(22)10-23-21(27-20)24-14-5-4-8-28(11-14)19(31)12-29/h3,6-7,9-10,14,29H,1,4-5,8,11-12H2,2H3,(H,25,30)(H2,23,24,26,27)/t14-/m0/s1",CC1=CC(=C(C=C1)NC2=NC(=NC=C2Cl)N[C@H]3CCCN(C3)C(=O)CO)NC(=O)C=C,RIPDNORXVYJDOA-AWEZNQCLSA-N,N-[2-[[5-chloro-2-[[(3S)-1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,BindingDB|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4229,90330883,-6.8,-6.6,-6.6,N-[2-[[5-chloro-2-[[1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,SCHEMBL15938110,444.9,C21H25ClN6O3,120,638,2.6,31,4,7,7,"InChI=1S/C21H25ClN6O3/c1-3-18(30)25-17-9-13(2)6-7-16(17)26-20-15(22)10-23-21(27-20)24-14-5-4-8-28(11-14)19(31)12-29/h3,6-7,9-10,14,29H,1,4-5,8,11-12H2,2H3,(H,25,30)(H2,23,24,26,27)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2Cl)NC3CCCN(C3)C(=O)CO)NC(=O)C=C,RIPDNORXVYJDOA-UHFFFAOYSA-N,N-[2-[[5-chloro-2-[[1-(2-hydroxyacetyl)piperidin-3-yl]amino]pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Patents,1,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4230,90330914,-7.3,-6.8,-6.6,N-[2-[[2-[[(3S)-1-acetylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938154|BDBM350916|US9796700, Compound I-10|N-[2-[[2-[[(3S)-1-acetylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide",448.4,C21H23F3N6O2,99.2,676,3.1,32,3,9,6,"InChI=1S/C21H23F3N6O2/c1-3-18(32)27-16-8-4-5-9-17(16)28-19-15(21(22,23)24)11-25-20(29-19)26-14-7-6-10-30(12-14)13(2)31/h3-5,8-9,11,14H,1,6-7,10,12H2,2H3,(H,27,32)(H2,25,26,28,29)/t14-/m0/s1",CC(=O)N1CCC[C@@H](C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3NC(=O)C=C)C(F)(F)F,DCUYZWAHGZGVLF-AWEZNQCLSA-N,N-[2-[[2-[[(3S)-1-acetylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
4231,90330915,-7.3,-6.9,-6.6,N-[2-[[2-[(1-acetylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,SCHEMBL15938155,448.4,C21H23F3N6O2,99.2,676,3.1,32,3,9,6,"InChI=1S/C21H23F3N6O2/c1-3-18(32)27-16-8-4-5-9-17(16)28-19-15(21(22,23)24)11-25-20(29-19)26-14-7-6-10-30(12-14)13(2)31/h3-5,8-9,11,14H,1,6-7,10,12H2,2H3,(H,27,32)(H2,25,26,28,29)",CC(=O)N1CCCC(C1)NC2=NC=C(C(=N2)NC3=CC=CC=C3NC(=O)C=C)C(F)(F)F,DCUYZWAHGZGVLF-UHFFFAOYSA-N,N-[2-[[2-[(1-acetylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4232,90330916,-7.4,-7.2,-7,N-[2-[[2-[(1-acetylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,SCHEMBL15938157,462.5,C22H25F3N6O2,99.2,706,3.5,33,3,9,6,"InChI=1S/C22H25F3N6O2/c1-4-19(33)28-18-10-13(2)7-8-17(18)29-20-16(22(23,24)25)11-26-21(30-20)27-15-6-5-9-31(12-15)14(3)32/h4,7-8,10-11,15H,1,5-6,9,12H2,2-3H3,(H,28,33)(H2,26,27,29,30)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3CCCN(C3)C(=O)C)NC(=O)C=C,ASXDQTMTGPSSNE-UHFFFAOYSA-N,N-[2-[[2-[(1-acetylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4233,90330920,-7.6,-6.9,-6.5,N-[2-[[2-[[(3S)-1-oxaldehydoylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,"SCHEMBL15938165|BDBM350963|US9796700, Compound I-52|N-[2-[[2-[[(3S)-1-oxaldehydoylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide",462.4,C21H21F3N6O3,116,722,3,33,3,10,7,"InChI=1S/C21H21F3N6O3/c1-2-17(32)27-15-7-3-4-8-16(15)28-19-14(21(22,23)24)10-25-20(29-19)26-13-6-5-9-30(11-13)18(33)12-31/h2-4,7-8,10,12-13H,1,5-6,9,11H2,(H,27,32)(H2,25,26,28,29)/t13-/m0/s1",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2C(F)(F)F)N[C@H]3CCCN(C3)C(=O)C=O,SYJRRENGNMANKR-ZDUSSCGKSA-N,N-[2-[[2-[[(3S)-1-oxaldehydoylpiperidin-3-yl]amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
4234,90330921,-7.1,-6.8,-6.4,N-[2-[[2-[(1-oxaldehydoylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,SCHEMBL15938166,462.4,C21H21F3N6O3,116,722,3,33,3,10,7,"InChI=1S/C21H21F3N6O3/c1-2-17(32)27-15-7-3-4-8-16(15)28-19-14(21(22,23)24)10-25-20(29-19)26-13-6-5-9-30(11-13)18(33)12-31/h2-4,7-8,10,12-13H,1,5-6,9,11H2,(H,27,32)(H2,25,26,28,29)",C=CC(=O)NC1=CC=CC=C1NC2=NC(=NC=C2C(F)(F)F)NC3CCCN(C3)C(=O)C=O,SYJRRENGNMANKR-UHFFFAOYSA-N,N-[2-[[2-[(1-oxaldehydoylpiperidin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]phenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,IBM|PATENTSCOPE (WIPO)|SureChEMBL,Curation Efforts|Governmental Organizations|Research and Development,NULL
4235,90330926,-7.2,-6.9,-6.7,N-[2-[[2-[(2-chloro-5-methoxypyridin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,"SCHEMBL15938171|BDBM351250|US9796700, Compound I-361|N-[2-[[2-[(2-chloro-5-methoxypyridin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide",478.9,C21H18ClF3N6O2,101,672,4.8,33,3,10,7,"InChI=1S/C21H18ClF3N6O2/c1-4-17(32)28-15-7-11(2)5-6-14(15)29-19-13(21(23,24)25)10-27-20(31-19)30-16-8-12(33-3)9-26-18(16)22/h4-10H,1H2,2-3H3,(H,28,32)(H2,27,29,30,31)",CC1=CC(=C(C=C1)NC2=NC(=NC=C2C(F)(F)F)NC3=C(N=CC(=C3)OC)Cl)NC(=O)C=C,LUNXXRNLINHEFE-UHFFFAOYSA-N,N-[2-[[2-[(2-chloro-5-methoxypyridin-3-yl)amino]-5-(trifluoromethyl)pyrimidin-4-yl]amino]-5-methylphenyl]prop-2-enamide,NULL,Classification|Patents,2,NULL,20150213,"BindingDB|ECI Group, LCSB, University of Luxembourg|Google Patents|IBM|PATENTSCOPE (WIPO)|SureChEMBL",Curation Efforts|Governmental Organizations|Research and Development,NULL
